Headline,True_Label
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",NEUTRAL
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",NEUTRAL
The number of customers is one of the most important parameters in determining the price of electricity networks .,NEUTRAL
The order was valued at over EUR15m .,NEUTRAL
The order was valued at USD12 .2 m.,NEUTRAL
The order was worth EUR 8mn .,NEUTRAL
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,NEUTRAL
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",NEUTRAL
"The parties have also agreed that L+nnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",NEUTRAL
The pipeline is strong .,POSITIVE
The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,NEUTRAL
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",NEUTRAL
"The record date for dividend distribution is March 14 , 2008 .",NEUTRAL
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",NEUTRAL
The second-quarter net sales are expected to be on par with the first quarter of 2009 .,NEUTRAL
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",POSITIVE
The solid fuel is heated before sludge is mixed therein . '',NEUTRAL
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",NEUTRAL
"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",NEUTRAL
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",POSITIVE
"The total donation amount is EUR 1,115,000 .",NEUTRAL
"The total investment necessary will be EUR40m , the company estimated .",NEUTRAL
The total project duration is three years and it is valued at some EUR11 .5 m.,NEUTRAL
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",NEUTRAL
"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",NEUTRAL
The upgraded factory is scheduled to come on stream in the summer of 2008 .,NEUTRAL
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',NEUTRAL
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",POSITIVE
"They are responsible for their own operations , customer relationships , and the development of these .",NEUTRAL
This allows devices such as mobile phones to become a few millimetres thinner .,NEUTRAL
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",NEUTRAL
This is the first time Finnair has been awarded an agreement with the UK government .,POSITIVE
This organization will assume the responsibility for operations in Russia .,NEUTRAL
This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .,NEUTRAL
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,NEUTRAL
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",NEUTRAL
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",NEUTRAL
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,NEUTRAL
"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",NEUTRAL
To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,NEUTRAL
"To see more of New Haven Register , or to subscribe to the newspaper .",NEUTRAL
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",NEUTRAL
"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",NEUTRAL
Together they generate Aspo 's goodwill .,NEUTRAL
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",NEUTRAL
UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,NEUTRAL
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,POSITIVE
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,POSITIVE
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,POSITIVE
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",NEUTRAL
"Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .",NEUTRAL
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",POSITIVE
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",POSITIVE
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,NEUTRAL
We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,NEUTRAL
"We serve a broad range of customers , including construction and process industries , shipyards , the public sector and households .",NEUTRAL
